89384 4
309134753 60414894 68552464
20585445 688273490 41582438
618992486 144466192 461891237
676355416 424365578 476093506
397427614 867156577 165438221
270550198 408899417 731174180
363035406 504146649 504442210
493364839 14443647 248789089
273837288 510456471 22865776
304187740 813438482 301428616
217118985 881990945 506834558
905392475 776089735 668485663
902375018 90497323 689071107
179256948 419107180 160579944
46413524 584545401 689451711
307829292 315719580 86879324
811975940 820161789 209945873
678935938 68950878 572981279
41908760 944333005 918862469
855347241 245761620 192699756
589854538 605112529 496887496
218460624 273598191 714006480
161474298 815185649 471915306
580581478 975765593 226806676
165126878 517733655 406063623
333362809 604612979 452477146
6040949 814558851 760306437
74991826 240056481 424798728
871841182 11435302 103734665
117602801 204135057 145643424
575231682 553538904 853507016
848829872 120061736 295877905
516531873 591977041 366854880
344813817 818783716 528329178
862547471 77363690 108910655
319676801 529840835 126553884
134235652 142663623 459916692
226808484 419978702 465957640
238243785 376229718 393465818
294895194 374389493 265306999
848434097 80412861 235426152
968495832 376290765 810657833
412989225 743145645 512004056
84289292 123991174 28535928
161652982 232901828 225866096
691493816 359455711 88413567
686673791 819372402 408090367
106652492 137846393 394842370
482882210 531312210 474167206
857271702 796619209 712410990
937684562 884561712 7306183
166491679 547735896 708256632
762153675 59739951 676752463
886144848 940792231 89741687
119046675 19174678 26547331
331018737 107588244 188200312
2907490 368194963 879694127
140753882 763037332 418884269
672066092 89720889 525536761
321201652 802131879 860935322
58279715 661954413 570723375
606015610 222727396 360924289
518271912 899479859 527415967
311580494 841737897 142085993
330755172 868285227 28230840
438343415 56485538 999793866
806538377 788696017 183328954
422092061 60096637 186236443
511812949 585633397 179506676
166461179 299085070 851572767
680931944 869808445 25290770
903659339 230732733 83570484
655655549 610665051 689586093
349909798 752751043 60374357
70711376 780981882 371954850
127196914 633292099 702710021
768409282 816621052 141053436
828505918 2857494 800108164
266655667 34880521 74716576
565740736 886453288 439045877
288065532 764260409 605507055
518798264 847830893 138955350
129463314 389933337 42614689
734730708 450307693 698270237
368228941 822262543 48180034
1521039 377488915 118891410
818142090 371058702 98604675
673515935 23683218 719530308
708396456 98399793 400552577
447366095 537445669 519724595
64142855 995469076 85465331
911973747 134424425 226047214
154423436 29555465 744845478
457247480 727825702 726825143
132026374 628522087 314072203
509515289 599929848 682301143
880573990 551050874 683822182
904257207 123097533 354480623
2657000 376166462 880512910
392619020 895891056 441425717
240604447 833872738 888791811
375028872 59919952 952934665
404584336 657281781 717424764
984926389 236623275 724364551
465964828 550695477 181612030
65894675 232996620 313638404
469461901 769335153 823153692
445075785 123815775 556244033
821242246 856845036 460501240
717133302 298270752 315674591
403522391 39578914 560809962
463442342 845029931 801414409
120724122 414971046 28959632
209863749 139335596 433543967
760559225 173463977 270986708
993555844 487102380 736951535
615407348 162772423 655362561
591739475 719016456 124824461
448584510 32034047 422416598
599371614 200224989 243658843
638950527 761034950 813308496
336496809 562449358 216830887
751467854 591408989 532789580
890803449 877469308 506030054
64267426 148456015 715893802
403886157 885407549 476453026
419174932 393286461 322525222
138191387 370627274 937932569
22741785 793043871 382188395
222966773 36702713 830772905
984001722 702527561 282660870
398967432 919358447 921611396
842892772 304664378 110624557
720362079 810694431 862092410
721334445 526588232 605412211
459258345 855557610 522195988
852544806 30599183 926082144
223172079 968531751 197773427
16215949 203236498 188481165
905435013 34009402 211222949
460478925 169186623 286706073
232353723 90798018 123224147
537018101 53938926 522191578
347712531 916031336 217600701
726817115 521443546 937962780
582374724 43639533 511813576
612973906 822238028 971071921
434022008 20011455 823616726
637258505 61008971 899305156
523784258 272231920 768037456
692970880 558937992 525988820
636285250 682162138 986467745
690224175 56870067 218821467
458771862 274470768 755839567
980215407 64949899 956068450
876371291 576763474 682885564
551125671 400351746 117776639
423653477 76484823 583266896
484662447 975789978 17288903
609410718 743827433 507063760
20865062 122332605 883364369
703027199 108800349 428851601
612413618 180138167 65136850
886884385 935977734 607877376
804350635 744562535 66649238
233630460 279964450 899380996
633982206 397741088 628268639
710467028 981007983 31910661
686257006 850813237 308080489
282600790 210393348 792742935
404933394 93757717 254670005
366250094 375125669 275535066
546388261 292778870 978562264
334882346 900656245 443492233
79444880 819821834 182892969
359409329 571719182 987243603
609666768 52504172 220874063
443191102 84414832 854856268
146520690 245011672 417839647
356914038 37754606 104096652
303188106 144940962 239213794
678313774 420476027 496663539
971092643 251554643 862913633
724265239 695046875 409301893
396603425 877939844 744184238
820838958 865183446 676145469
873343129 938573860 35554797
810274312 645946479 497737916
55285983 63786126 940929017
945556940 20399129 87449706
90497902 112129274 296880095
363490280 608792813 600068200
615044922 471706445 130898325
310091797 733524689 954507319
40547992 330225278 531288910
905731437 6370746 927892334
696821649 894441894 601247643
342768127 392179809 327107123
259070604 185625177 137381434
279469733 273074882 45183768
391599006 569954977 843257059
391818 22539528 786271312
324614614 5954205 2277944
58139302 960461523 617322865
240880931 491750432 927414661
247251676 272159117 967962652
141693569 873406759 726210441
386389729 53030233 275548441
572014905 42928018 618316567
697606139 88111785 877387171
120077467 783885196 9373255
142616994 422672859 253488612
148571198 424950802 106396782
109032721 42273667 431011395
453299504 822204679 341667049
577974973 642683683 582547979
303898083 221410475 682316007
356928316 496958915 676525927
399856333 967791833 62915656
340484470 697695355 487446912
124369665 707068609 37569402
399558875 960557221 157646868
677026029 66954002 300263862
571816047 350481748 301351411
246537077 544665148 262900483
889220759 127213127 716199987
963147585 662045485 146691311
312622851 338571411 450589393
280414684 254003418 807517708
978110038 593966682 207374041
537694999 631536083 547858510
350768571 789182951 524744526
270238924 89446812 776819752
473237023 243314574 453845780
17902171 506215057 25661826
997631649 74931395 124715255
659677133 221622705 13936013
850764895 672212097 829599950
104768313 479729805 142222800
551251346 539620197 275153835
182787428 87478706 105780225
971970378 464739583 643475223
913933541 94075686 846760145
9764467 547921466 116999068
515979523 426099643 442752442
590910917 550814897 460654612
812533621 417267262 310802612
484745717 99383563 970479744
816991873 241606362 673760991
356612069 516760197 631045655
296607126 622540421 182297000
613863060 118531995 217600779
707938746 965292139 42087509
108376563 934807558 956021049
534476205 230076351 965785515
937807454 690730963 334281389
207591067 1533574 925192305
306974629 824529670 737725925
548580990 350807012 74987994
917857538 981852666 891979866
392914310 16666017 101108287
511446304 234266795 250231764
329254794 276354303 864094824
116578703 84891704 572033569
346655054 50677218 680410131
889902368 237474959 67402687
743952293 162667263 5210140
420998314 752909540 65317558
771805325 827897533 372292186
753657990 572393750 920873176
770324006 526018388 691247065
4590801 776250152 84161375
133461455 640344975 448124030
218353158 64894895 777378824
121546728 597821377 746473878
359021686 665224063 93128931
521688948 522950555 835547650
127114839 588268112 579499943
955012371 960560298 498256
379922473 733949825 624819933
905940860 277713241 230994274
534707363 361874615 1318280
27568689 809998645 858425432
92463583 439893820 991886886
690284959 38884049 62756396
208025374 132012980 184303123
583492280 820076981 543324808
24276743 252093275 65013755
984837040 105107883 44644946
571303216 729927815 999657316
849016457 960922088 232096140
63407423 814756719 990553352
725922419 525698502 525260714
18332590 370101740 552829403
57216639 432858135 497809337
41745970 617161257 40610648
861822950 160486064 248636021
113916225 78016170 832128300
219024107 122661115 856405042
948951921 974834783 693758434
762390360 59447274 117578001
577147079 50000625 819110809
102845580 427777691 882518232
325463671 980607093 460957002
758321805 330932781 479289592
375483061 371543428 536506230
388485476 620179448 578252199
466501646 304824099 440075148
441679112 13745493 406507724
416513894 560020278 625531830
475961168 677598278 427000102
378478144 349225439 41906814
806255834 84260022 619053892
639379278 545217023 574415823
970312059 24506614 899879494
341855486 561012843 510717650
814551286 139265041 886200711
119375384 431856541 127202538
985637228 838364264 593704183
545657505 316412446 35383295
75772135 595928899 304413540
424997573 637835712 632891059
509257594 109405955 11369203
54474616 683821778 817625036
931497582 436217623 309520666
345026776 946935272 279832724
336808169 685652334 474204561
768664709 812854872 288755846
459545324 259075406 260647582
628474121 146975052 98801161
224403020 303904944 644458666
862238731 936796002 572747152
971644686 948165204 997744724
507982815 618306592 359518669
796716789 927827257 266509636
596168412 60176332 50523569
134337098 534380892 395550345
947191969 675653090 732358513
58783726 936300671 353539573
58275130 35101831 813084896
362180073 532076848 294075369
298976074 104823999 518478388
99657630 955085074 233233470
570480573 167120094 57394507
350824181 286146082 417893673
411000512 336669650 214610461
797897755 732219994 810778873
473550844 464578506 945115970
262367866 818118078 744824290
149986049 483719326 656124367
534579248 777794694 714399496
491919599 148789433 76579568
299521024 234539254 228071994
466641118 291933761 327729623
752787199 709827433 898210195
89456848 776954246 101550727
674193194 440249470 512551238
138771699 237881791 162965344
